nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,class
0.4791504,0.122888,0.4670913,-0.05893093,0.5621669,-0.1139282,0.5839947,-0.3154718,0.3939491,-0.4200433,0.3706827,-0.06806393,0.2867022,-0.2458798,0.07767982,-0.2815036,0.4098219,-0.5113452,0.2079817,-0.5606704,0.2249091,-0.89904,0.3310799,-0.4777353,0.06879663,-0.516335,0.09044778,-0.8467184,stand
0.1101324,0.4133023,0.1226057,0.22355,0.1926805,0.1536686,0.2513613,-0.09323092,0.2172122,-0.3568627,0.01607488,0.2330998,0.04481265,0.0589429,0.1338107,-0.1652432,0.1454033,-0.2659547,0.211767,-0.527797,0.2562802,-0.823276,0.06944305,-0.278697,0.08875491,-0.5193456,0.12688,-0.7960422,stand
0.07013493,0.3314841,0.04275616,0.1299008,0.1937987,0.09120554,0.2281022,-0.1735294,0.2407309,-0.4079416,-0.08019281,0.08331519,-0.1185019,-0.1779378,-0.02765909,-0.4725636,0.1014943,-0.3438499,0.1997902,-0.5702922,0.1595583,-0.822689,-0.05788152,-0.379248,0.04026207,-0.5846725,0.006112487,-0.8646396,stand
0.000266299,0.1014397,0.08228392,-0.0681473,0.198188,-0.08010305,0.3595428,-0.2348854,0.1814574,-0.4285195,-0.08307408,-0.06520601,-0.1581436,-0.1969131,-0.2574998,-0.3282108,0.09576937,-0.5707964,-0.05837506,-0.5829523,-0.03934785,-0.9151217,-0.05411066,-0.5460255,-0.3280654,-0.5172862,-0.2969527,-0.887643,stand
-0.2412882,0.5599616,-0.2185002,0.3380954,-0.09084794,0.2686995,-0.03320368,0.02569391,-0.102724,-0.2413741,-0.3824067,0.3312769,-0.4264808,0.1059319,-0.4793985,-0.1977022,-0.1786939,-0.2138212,-0.1136209,-0.531101,-0.05993137,-0.8571494,-0.3155816,-0.2103165,-0.3175085,-0.5225314,-0.2854382,-0.8263238,stand
0.2532345,0.4458069,0.1962447,0.2402426,0.3357785,0.2389528,0.3477213,0.008891447,0.2525737,-0.4426645,0.0824715,0.1705542,-0.02893123,-0.03746529,0.07424247,-0.334859,0.2107897,-0.2715601,0.3128127,-0.5349178,0.2501862,-0.8815863,0.1047479,-0.2650434,0.1007858,-0.5458396,0.06996673,-0.905099,stand
0.04647685,-0.04315797,0.1289619,-0.1713012,0.2430867,-0.1311085,0.2270428,-0.3462171,0.07912357,-0.5262852,0.01690941,-0.192216,-0.07613616,-0.3640396,-0.1802665,-0.5609763,0.2166143,-0.6168219,0.01936021,-0.5926946,-0.01256145,-0.9382739,0.1206202,-0.6132087,-0.1962057,-0.5413699,-0.1863221,-0.8895035,stand
-0.2320103,0.3914608,-0.1898336,0.1863514,-0.09721325,0.1246685,-0.04016501,-0.118989,-0.09458559,-0.3856549,-0.2933053,0.1964166,-0.09047739,0.05482057,-0.2906201,-0.026081,-0.1434277,-0.3146532,-0.07391272,-0.5692891,-0.01387937,-0.8851077,-0.2335278,-0.3057922,-0.2216066,-0.551887,-0.1693145,-0.8633464,stand
0.3488112,0.008932333,0.2407572,-0.1003603,0.3719127,-0.1717282,0.3112186,-0.3591534,0.3118,-0.6440537,0.1481655,-0.07702124,0.06909062,-0.2809589,0.1184632,-0.645415,0.05498649,-0.3394468,0.2953601,-0.5837899,0.2662832,-0.8487254,-0.0149288,-0.2995009,0.1078028,-0.6056701,0.1124565,-0.9507245,stand
0.1600468,0.05154176,0.1729187,-0.1137314,0.280104,-0.151274,0.3027653,-0.3555399,0.2073689,-0.5920349,0.06069435,-0.1228182,0.06925581,-0.350879,0.07325382,-0.5573143,0.2789169,-0.5093147,0.0737563,-0.6224577,0.1414201,-0.9047347,0.171614,-0.4982097,0.007714724,-0.6222678,0.05360604,-0.9028117,stand
0.06762744,0.3061571,0.0684417,0.1264132,0.1700502,0.0785251,0.2058044,-0.123589,0.2176162,-0.3396294,-0.06431984,0.1064001,-0.07163335,-0.1531909,-0.120765,-0.368802,0.09707911,-0.307973,0.1244222,-0.6031966,0.1441223,-0.8966353,-0.01046142,-0.2966749,0.01372715,-0.5893068,0.06254144,-0.8902105,stand
0.2208699,0.2948529,0.1999235,0.1127936,0.3159389,0.09424808,0.3341261,-0.1236598,0.3626494,-0.3546882,0.09600289,0.04769312,0.06971592,-0.1727123,0.09876838,-0.424882,0.2239325,-0.3068237,0.1862251,-0.5926378,0.2145624,-0.791485,0.09676708,-0.3528594,-0.09194304,-0.5811326,0.1430721,-0.8427955,stand
0.2114931,0.006202816,0.2612548,-0.1418072,0.4207653,-0.1584611,0.5879307,-0.2273575,0.4692581,-0.4063031,0.1720055,-0.1625051,0.1263362,-0.2330135,-0.02404128,-0.3152058,0.4007749,-0.5468494,0.1399851,-0.5915797,0.1446163,-0.8851029,0.2729419,-0.5551658,0.05849098,-0.536355,0.09694896,-0.8613167,stand
0.03349697,0.3800658,0.0544185,0.2064405,0.1556232,0.1626073,0.1183988,-0.08924071,-0.04194891,-0.3261223,-0.08133706,0.1993051,-0.1460416,-0.0423346,-0.2390178,-0.269264,0.09643996,-0.2547267,0.1218357,-0.539249,0.1587767,-0.8734769,-0.012881,-0.2317901,0.04871349,-0.5654247,0.1014087,-0.8634217,stand
0.3180053,-0.01631966,0.2292393,-0.1590652,0.339692,-0.2329066,0.4388966,-0.2951367,0.3068088,-0.2596651,0.09675977,-0.1733615,-0.1206158,-0.1795665,-0.1354094,-0.4165252,0.1765912,-0.5004317,0.3150283,-0.7503446,0.2808083,-0.9600471,0.07352063,-0.4820189,0.2500047,-0.6783248,0.1681385,-0.9348882,stand
0.3425368,0.4029138,0.3078449,0.2331609,0.4482239,0.2066658,0.4912319,-0.04235461,0.4867715,-0.3011388,0.1988132,0.1741912,0.1628427,-0.06482607,0.18672,-0.3756733,0.3699788,-0.1844949,0.3588769,-0.5321523,0.3010781,-0.8377421,0.289462,-0.1959765,0.2214552,-0.5605291,0.16373,-0.8591037,stand
-0.2898256,0.3509405,-0.2504207,0.1670201,-0.1525165,0.1145827,-0.02731989,-0.07660024,0.04687532,-0.3518948,-0.36581,0.1304516,-0.4208697,0.05763781,-0.5335919,-0.01508824,-0.186457,-0.3129723,-0.2102621,-0.5832673,-0.1638978,-0.8430269,-0.2903636,-0.2945889,-0.377772,-0.574451,-0.3323089,-0.8356227,stand
-0.5718805,0.3473067,-0.5591748,0.1656663,-0.4265789,0.1161212,-0.3787426,-0.1039957,-0.3491106,-0.3671764,-0.7066011,0.1403757,-0.7172673,-0.07373418,-0.7108618,-0.2869281,-0.5025375,-0.3040373,-0.490953,-0.5997869,-0.4715524,-0.8888001,-0.6173595,-0.3003273,-0.6183782,-0.5524027,-0.549019,-0.8733021,stand
-0.007834178,0.325094,-0.02961952,0.1276457,0.1101724,0.1053565,0.1444435,-0.1291426,0.2030308,-0.3591079,-0.1518075,0.07408451,-0.2206219,-0.1736954,-0.2746114,-0.427706,0.0417216,-0.3428035,0.05182454,-0.5483695,-0.008805177,-0.8476068,-0.08649456,-0.3469512,-0.06210823,-0.6311672,-0.1428689,-0.9647966,stand
-0.05073137,0.11749,-0.01129546,-0.080868,0.08677124,-0.1209037,0.1073954,-0.3355531,-0.07509923,-0.5828396,-0.1213704,-0.09292258,-0.1737676,-0.3303221,-0.3116097,-0.5463167,0.0587551,-0.5337688,-0.1580868,-0.6057567,-0.1386199,-0.8275388,-0.05488047,-0.5269129,-0.2770461,-0.5473485,-0.1259971,-0.8147608,stand
-0.1728005,0.4544815,-0.1663999,0.2495585,-0.06090549,0.1869898,-0.03289048,-0.02994248,-0.08196161,-0.3060451,-0.2987957,0.2522938,-0.3474564,-0.01521862,-0.3770812,-0.264688,-0.1507023,-0.2242074,-0.1294977,-0.4995056,-0.08489259,-0.8305345,-0.2657625,-0.2119541,-0.2499386,-0.4263181,-0.1515828,-0.7907035,stand
0.08627837,0.1408691,0.04600313,-0.02404289,0.1427356,-0.02898736,0.1576686,-0.2802483,0.1223983,-0.611498,-0.05849149,-0.07706796,-0.09012665,-0.3005421,-0.000259599,-0.5699776,-0.009296641,-0.4370001,0.1770027,-0.61177,0.1388679,-0.8406745,-0.1057355,-0.452846,0.081541,-0.611374,0.02357816,-0.8840424,stand
0.2947639,0.08100575,0.3284044,-0.1027734,0.4601343,-0.138064,0.5240629,-0.358881,0.3197466,-0.458937,0.212484,-0.1012331,0.1377189,-0.2813091,-0.04470638,-0.3312649,0.3223921,-0.5921528,0.1239738,-0.5922037,0.1896242,-0.9320473,0.2005471,-0.5610099,-0.0930347,-0.5201188,-0.02866848,-0.8980619,stand
0.1004999,0.4240451,0.1299254,0.2306445,0.2615332,0.1665924,0.3200678,-0.09313463,0.3103348,-0.3778948,-0.004767472,0.2407058,-0.03167317,0.02550549,-0.08765596,-0.2363528,0.1566015,-0.2742759,0.1420648,-0.59069,0.2076887,-0.9191455,0.04849554,-0.2545262,-0.03094877,-0.5379138,0.0672605,-0.855312,stand
0.5017176,0.02984268,0.4377499,-0.1477685,0.6063496,-0.1463517,0.6885703,-0.2977654,0.7726513,-0.3785671,0.2832386,-0.1519935,0.1511396,-0.3466778,0.3663858,-0.5211431,0.549014,-0.6117435,0.7572038,-0.5722881,0.7049521,-0.9211588,0.4006594,-0.6233354,0.4934081,-0.6219018,0.5135353,-0.9745864,stand
0.6638229,0.4854698,0.6219339,0.2751563,0.7614604,0.2396,0.7985928,-0.002744227,0.8379394,-0.3124988,0.4761513,0.2206596,0.4296257,-0.0506214,0.5121821,-0.3578952,0.719341,-0.2490644,0.7325667,-0.60081,0.6943168,-0.8930966,0.5792981,-0.2526559,0.55369,-0.6017298,0.499312,-0.9349933,stand
0.7531335,-0.01033488,0.7648641,-0.1757228,0.7999076,-0.2291719,0.7530418,-0.4370774,0.6249888,-0.6452493,0.7175767,-0.1246578,0.6770757,-0.3439388,0.5194114,-0.5003496,0.7904184,-0.6478679,0.4252467,-0.6463255,0.4309988,-0.9813303,0.7349042,-0.6175902,0.455148,-0.5673623,0.4590799,-0.9432673,stand
0.4552743,0.3267162,0.4663555,0.1529571,0.4751824,0.08296461,0.4418191,-0.1453133,0.3618639,-0.4157558,0.3895168,0.09626919,0.4690368,0.0237877,0.4176754,-0.2483365,0.5612482,-0.3275633,0.4250117,-0.6001426,0.4643375,-0.9082639,0.4709228,-0.3312849,0.4549738,-0.6926022,0.464539,-0.9903974,stand
0.3042437,0.2045476,0.3077747,0.02967362,0.4475813,-0.004399362,0.4616942,-0.2286639,0.35735,-0.5136678,0.170223,-0.000412455,0.1441301,-0.215043,0.04999745,-0.4771921,0.4005297,-0.3309635,0.3491524,-0.5341758,0.3502526,-0.8678712,0.2728773,-0.334101,0.215054,-0.5324465,0.2308999,-0.8499359,stand
0.7469404,-0.1571931,0.7603525,-0.2810466,0.8404266,-0.2160889,0.8474773,-0.3791734,0.7374082,-0.2797289,0.6626256,-0.2143909,0.5905166,-0.3478133,0.5610747,-0.5619904,0.7448404,-0.588541,0.5640417,-0.4942211,0.8019412,-0.4215407,0.6660336,-0.5785261,0.5419789,-0.607901,0.5644019,-0.7115653,stand
0.1702916,0.1859809,0.1925818,0.03629636,0.2024858,-0.01372418,0.3230984,-0.1919065,0.2669281,-0.4219164,0.138529,0.06377099,0.3330476,-0.01286966,0.208585,-0.279416,0.3461266,-0.3873956,0.119286,-0.6591964,0.3259653,-0.5681291,0.3338364,-0.3678541,0.1350475,-0.614324,0.2064291,-0.9085038,stand
0.7529716,-0.1731914,0.7432173,-0.288918,0.8219821,-0.3120886,0.8450689,-0.4194761,0.7536684,-0.3180913,0.6369936,-0.2817862,0.6029421,-0.4164444,0.4864385,-0.4910326,0.6600561,-0.6021469,0.6351749,-0.581184,0.830923,-0.4306608,0.6049352,-0.5889164,0.5602403,-0.6339869,0.5457337,-0.7957695,stand
0.1591146,0.109485,0.1660358,-0.05154941,0.3029663,-0.07742185,0.3425899,-0.3014829,0.2814329,-0.4446951,0.008097151,-0.06176345,-0.02016589,-0.2659062,-0.004262498,-0.4483482,0.2510796,-0.5046815,0.2063488,-0.5197259,0.1967309,-0.8620748,0.09619059,-0.5012425,-0.01446296,-0.5103375,-0.01234341,-0.8493349,stand
0.123203,0.422632,0.1104233,0.2447822,0.2630181,0.18876,0.2769683,-0.04593258,0.2590072,-0.3166591,-0.06058954,0.2122381,-0.100952,-0.01838318,-0.09092437,-0.3010888,0.1576477,-0.2841304,0.1827108,-0.5692065,0.1926474,-0.8348693,0.01883458,-0.2789636,0.01305101,-0.5364981,-0.001639382,-0.8177574,stand
-0.2060788,0.6357806,-0.1586707,0.4417642,-0.09842695,0.3619968,-0.04959103,0.07425649,-0.08299988,-0.1807441,-0.2526531,0.3879632,-0.2556596,0.1257411,-0.2816316,-0.2301509,-0.04511005,-0.08900494,-0.2178164,-0.4603987,0.1334598,-0.5066584,-0.1685228,-0.09683705,-0.5279587,-0.09886762,-0.3210642,-0.4976548,stand
0.08097215,0.05642197,0.02919316,-0.1005621,0.2338055,-0.1213347,0.2182658,-0.3147722,0.1185446,-0.5046126,-0.08211382,-0.1108213,-0.169165,-0.2904226,0.09732307,-0.4981056,0.1253673,-0.5305988,0.302953,-0.5342172,0.2739779,-0.8657408,-0.03984277,-0.5273285,-0.08178832,-0.5473612,-0.07646402,-0.9018587,stand
0.07939034,0.5922303,0.08032953,0.3596424,0.2645758,0.3268953,0.3306039,0.09605348,0.3040019,-0.147674,-0.09948447,0.3245439,-0.1590832,0.0727077,-0.1481173,-0.2142006,0.1550255,-0.1804983,0.2077735,-0.4676848,0.2315677,-0.8466268,0.004801856,-0.180161,-0.05853848,-0.4903795,-0.07405405,-0.8523707,stand
-0.1527838,0.0396884,-0.1222087,-0.1277605,-0.1648323,-0.2582249,-0.1281193,-0.2369981,0.04661695,-0.3671389,-0.2749621,-0.1480476,-0.2145384,-0.1537084,0.02190267,-0.1648501,0.08063775,-0.375195,-0.1212548,-0.5530624,-0.09518084,-0.8660526,0.04933779,-0.3567362,-0.08649655,-0.6588092,-0.08788706,-0.929692,stand
0.1027223,-0.0128874,0.1671448,-0.1283358,0.2742754,-0.1406001,0.3233341,-0.3309921,0.22264,-0.4986511,0.02677549,-0.1346813,0.1004109,-0.3733682,-0.06165653,-0.567798,0.2806703,-0.3345367,0.2848494,-0.5771179,0.2383519,-0.8629781,0.1326919,-0.3275503,0.01154245,-0.4895057,-0.01277696,-0.9006323,stand
0.1514644,0.4187265,0.1187081,0.2125054,0.2965053,0.1686743,0.3260696,-0.07220437,0.3008454,-0.318657,-0.04339493,0.1744208,-0.09209188,-0.06929389,-0.07490004,-0.2877798,0.2002297,-0.2526604,0.2249837,-0.5522546,0.2275757,-0.8608294,0.05709199,-0.2493562,0.007918541,-0.5504435,-0.007359354,-0.8564628,stand
0.05037832,0.3692243,0.05461957,0.2000725,0.09990469,0.1592185,0.02363367,-0.04197124,-0.1595398,-0.2719321,-0.06006951,0.123959,0.01776432,0.01412825,-0.1033951,-0.1180171,0.1105759,-0.2215353,0.050401,-0.5617763,0.06482846,-0.8781525,0.01294792,-0.2274805,0.0202709,-0.5603932,0.01075376,-0.8667055,stand
0.1599132,0.08137403,0.1281271,-0.09892877,0.2645754,-0.1112777,0.2863548,-0.3057215,0.1908303,-0.5886922,0.003879332,-0.1246471,-0.04292036,-0.3401292,-0.06138927,-0.5524172,0.1343948,-0.4964499,0.2004354,-0.6007379,0.2019109,-0.8790776,0.009949713,-0.4929669,0.1081379,-0.615428,0.06802116,-0.8990894,stand
0.1593541,0.3366878,0.1447272,0.1468232,0.2966145,0.1207446,0.2876357,-0.129771,0.3458583,-0.356969,0.01192576,0.1060463,-0.01944876,-0.1374467,-0.04904413,-0.3234656,0.2063994,-0.3185638,0.2053784,-0.5744997,0.1897664,-0.8512762,0.07668903,-0.3187245,0.04803398,-0.5727268,0.04033783,-0.8508541,stand
0.05405971,0.4187925,0.07413375,0.2208909,0.1215979,0.1708277,0.1595206,-0.06305431,0.1411965,-0.2879506,0.02749059,0.1750448,0.1594544,0.2820176,-0.008695012,0.2728758,0.1542605,-0.2331841,0.2548703,-0.4835049,0.1077855,-0.819195,0.0139246,-0.235092,0.05344238,-0.5111862,0.08218388,-0.8492146,stand
0.2340813,0.09533677,0.216129,-0.07854439,0.3759505,-0.08408359,0.4614245,-0.2363753,0.4869139,-0.3481073,0.06136585,-0.07701847,-0.02752361,-0.2477724,-0.07903348,-0.3459897,0.2772647,-0.4922826,0.2730189,-0.5438686,0.2839239,-0.8854541,0.1219216,-0.4883747,0.1160863,-0.5564383,0.07125584,-0.8980267,stand
0.2464987,0.3711138,0.2326696,0.1919793,0.3864551,0.1475362,0.4004446,-0.08360785,0.3833556,-0.3310225,0.07823844,0.1772008,0.04458085,-0.06404386,0.04625126,-0.338356,0.2809804,-0.280219,0.2873686,-0.5664469,0.2942484,-0.8470585,0.1410501,-0.272375,0.11369,-0.5615108,0.09675708,-0.8499803,stand
-0.0958709,0.1153323,0.02062051,-0.04109864,0.02781257,-0.04340391,0.1813792,-0.1621218,0.1118544,-0.3917481,-0.0791022,-0.09395491,-0.1485633,-0.2886391,-0.2760282,-0.4733053,0.1836278,-0.5247685,-0.07383629,-0.5008491,-0.08078928,-0.7963156,0.08160976,-0.5598072,-0.1287225,-0.4745804,-0.09171668,-0.7686213,stand
-0.3503011,0.5296004,-0.3524372,0.3360432,-0.2213434,0.2606506,-0.3322467,-0.0038706,-0.4302713,-0.2703008,-0.335121,0.2840074,-0.497274,0.1889548,-0.7267254,0.07642645,-0.2868738,-0.1705952,-0.3881186,-0.4665869,-0.2698082,-0.7592048,-0.413391,-0.1598002,-0.3392503,-0.4391358,-0.3576373,-0.7580613,stand
-0.03368266,0.304377,-0.02618829,0.1232106,0.1136147,0.1034217,0.2110333,-0.0785129,0.2484663,-0.2988615,-0.1771012,0.1150409,-0.2501772,-0.05642073,-0.3060687,-0.2587226,0.03704194,-0.2958268,0.007525476,-0.5358431,-0.01859934,-0.8448002,-0.1045264,-0.2987434,-0.09306312,-0.5302433,-0.1053029,-0.7849615,stand
-0.3629615,0.3523501,-0.3634038,0.1606758,-0.2016052,0.1150814,-0.1707709,-0.1359016,-0.1700076,-0.3477013,-0.5175928,0.1266084,-0.5882829,-0.1184779,-0.6662502,-0.3441097,-0.298905,-0.3099727,-0.3307425,-0.579689,-0.3407904,-0.8745338,-0.4388216,-0.3075978,-0.4326658,-0.6079757,-0.4339848,-0.8643812,stand
0.02944435,0.5054297,0.0473577,0.3056996,0.06910567,0.2384873,0.03576972,-0.02876106,-0.02780875,-0.2794527,-0.09263645,0.3225018,0.1413492,0.1511529,0.3355657,-0.1213178,0.09745567,-0.1711974,0.00974801,-0.4401817,0.09908899,-0.7255591,0.04398154,-0.1456255,0.005571689,-0.3945184,0.05503433,-0.7843758,stand
0.08484896,0.1690642,0.05627789,-0.01862471,0.2168672,-0.05080938,0.2164662,-0.2670116,0.1869766,-0.5220222,-0.07880817,-0.05491608,-0.1319644,-0.2585464,-0.06002779,-0.4580633,0.1087067,-0.419568,0.1937085,-0.549849,0.1764939,-0.8388085,-0.02951454,-0.4220167,-0.00323406,-0.5456097,0.02625364,-0.8345467,stand
0.110917,0.4583449,0.09749256,0.2647536,0.2582843,0.21946,0.2846294,-0.009002982,0.2794003,-0.2857675,-0.05513678,0.2185281,-0.07145202,-0.006801722,-0.02494802,-0.2763284,0.1918058,-0.1814921,0.200711,-0.469137,0.2132054,-0.7997355,0.05417676,-0.1870814,0.03545912,-0.4623594,0.03938956,-0.7908545,stand
-0.07523822,0.2548094,0.04213727,0.09196112,0.152185,0.06306485,0.2500072,-0.1755165,0.2254312,-0.4185184,-0.05532254,-0.004773114,0.08323398,0.03342405,-0.1364481,0.2801491,0.2441435,-0.3345939,0.2210557,-0.5823839,0.1831244,-0.8117068,0.1611923,-0.3472877,-0.01930659,-0.5281194,0.08508638,-0.8736736,stand
0.02567096,0.5986482,0.04002903,0.3828527,0.07656353,0.2957093,0.04007709,0.005731621,-0.06236297,-0.2618017,-0.02865243,0.2977055,0.1097774,0.3346206,-0.1100099,0.5798991,0.02408042,-0.1476276,-0.05785147,-0.5269786,-0.07104588,-0.8458426,-0.03052669,-0.1594535,0.07337838,-0.4925409,0.06813497,-0.8453265,stand
0.4054223,0.2288619,0.3990998,0.02707368,0.5679543,0.01389565,0.710006,-0.1630436,0.6673609,-0.4334896,0.2239443,0.03762238,0.1074194,-0.1649519,0.1234326,-0.4412127,0.4750592,-0.4245663,0.5021819,-0.5905407,0.4834197,-0.961359,0.3277152,-0.4162747,0.2541794,-0.5818713,0.2547966,-0.9631373,stand
0.2766065,0.4217655,0.2848327,0.2091129,0.4581118,0.1742067,0.5027205,-0.08027148,0.4946808,-0.4056578,0.1050963,0.1896601,0.05724327,-0.06185342,0.0053158,-0.3861978,0.3755126,-0.3071226,0.4325323,-0.6415381,0.4703276,-0.9816446,0.2179332,-0.3085979,0.2282793,-0.625458,0.2466118,-0.940332,stand
0.1657942,0.6351867,0.1840763,0.4563487,0.3225106,0.4300055,0.3487689,0.2368229,0.2898087,-0.03210514,0.04676246,0.4419645,0.02930535,0.2304519,0.0782033,-0.01200467,0.2420568,0.01870088,0.2503208,-0.303293,0.2478389,-0.586455,0.1208366,0.02489695,0.1132951,-0.3027968,0.1116614,-0.5794278,stand
-0.06221784,0.2726583,-0.1431489,0.1397552,-0.06141828,0.0880161,-0.1213505,0.1499789,-0.02425531,-0.04743288,-0.216729,0.06461861,-0.2480456,-0.1585956,-0.04825254,-0.3213418,-0.1435287,-0.2542086,0.122369,-0.2718966,0.09099163,-0.6406546,-0.2112061,-0.278998,0.0562973,-0.3152253,0.01655811,-0.6192489,stand
0.00665329,0.6154156,-0.01385114,0.4457888,0.06291606,0.3569752,0.1316488,0.146078,0.2139528,-0.05536713,-0.0423248,0.3964454,-0.02758075,0.1698609,0.06837691,-0.07152853,-0.01688837,-0.01946727,0.1693023,-0.1735598,0.09606975,-0.5694127,-0.1061441,-0.002776995,0.03254819,-0.3398475,-0.01291584,-0.6084644,stand
-0.1248651,0.6049987,-0.1092263,0.4171705,0.02691261,0.3806443,0.1042676,0.1967423,0.1385726,-0.06838556,-0.2648898,0.3792663,-0.2955671,0.1924648,-0.3096573,-0.07469516,-0.01617336,-0.01065268,0.02280362,-0.3092751,0.09474014,-0.6330575,-0.1441233,-0.02430172,-0.146958,-0.3203836,-0.1358179,-0.6237724,stand
-0.1526135,0.3015182,-0.1785093,0.127094,-0.08114594,0.08086699,-0.05720368,-0.06221373,0.04244689,-0.3225984,-0.227123,0.07989889,-0.254161,-0.1483625,0.02887135,-0.2744483,-0.2371535,-0.2988959,0.03454683,-0.3935665,-0.06561156,-0.7041847,-0.330512,-0.3134091,-0.03799646,-0.3586766,-0.02064398,-0.6370203,stand
-0.07732624,0.5910408,-0.06790248,0.4037095,0.02491944,0.4230409,-0.003905134,0.2076419,-0.007642922,-0.1036401,-0.08247265,0.3294217,-0.06344838,0.09631352,0.002617401,-0.1360615,0.01643274,-0.111148,-0.0699411,-0.4409161,-0.08215513,-0.7238247,-0.0258376,-0.108878,-0.0476042,-0.3816452,-0.08784519,-0.6962845,stand
-0.1572969,0.6884919,-0.1562555,0.4789937,0.02415,0.4546042,0.0869848,0.2306847,0.1199839,-0.09167042,-0.3367287,0.4286462,-0.4166918,0.1919143,-0.4306397,-0.1234117,-0.05395549,-0.03820443,0.01372558,-0.3561425,0.008520357,-0.7278083,-0.1913416,-0.04486152,-0.2634936,-0.3700604,-0.3036736,-0.7375863,stand
0.2687368,0.3541166,0.1255569,0.1929664,0.1634289,0.06948667,0.1189445,-0.1206665,0.1173687,-0.236075,0.03629651,0.1382572,-0.1135611,-0.08094501,-0.1128154,-0.3220082,-0.1345095,-0.3255537,0.2112177,-0.3685923,0.145346,-0.7174214,-0.251515,-0.2644257,0.06830848,-0.3842832,-0.2441786,-0.4992718,stand
0.126209,0.8045825,0.1168142,0.5980079,0.1084799,0.5126399,0.1207952,0.2706729,0.1635019,0.02438292,0.1209398,0.5195255,0.1060351,0.2521878,0.1787876,-0.03432989,0.08564132,0.04798722,0.04550409,-0.2422735,0.02522065,-0.618719,0.1138353,0.07224737,0.1843222,-0.3105577,0.1227748,-0.7100607,stand
-0.1456401,0.3592253,-0.1236473,0.2341003,0.03025075,0.2101947,0.1300315,0.2620291,0.03066375,-0.04854703,-0.2866284,0.1938367,-0.3086579,0.000301296,-0.2767473,-0.1821338,-0.05195612,-0.1147224,0.003465675,-0.4426251,0.01198047,-0.7358896,-0.1924586,-0.1220643,-0.238441,-0.4415167,-0.2437257,-0.7432536,stand
-0.1480986,-0.1066522,-0.1429415,-0.269634,0.08198478,-0.4473163,0.2603081,-0.4594909,0.06142101,-0.7387577,-0.09201939,-0.326908,-0.260205,-0.3215038,-0.1420968,-0.1588982,-0.2879218,-0.6468195,0.07191263,-0.3482821,-0.01878791,-0.7217602,-0.3186352,-0.5722833,0.1233232,-0.4373948,0.1319042,-0.7319411,stand
-0.4386821,-0.04868309,-0.4281578,-0.01193929,-0.4320659,-0.01881168,-0.3381563,-0.1655634,-0.2694868,-0.3413235,-0.5101677,0.01136357,-0.5095282,-0.1773662,-0.5118943,-0.4074689,-0.3548207,-0.3812973,-0.271912,-0.5298975,-0.09840657,-0.5159437,-0.4107011,-0.3535226,-0.5133771,-0.2853387,-0.5708432,-0.4891582,stand
0.1568993,0.6519731,0.1539594,0.4704008,0.13493,0.3740211,0.2502031,0.1040434,0.1629239,-0.2297826,0.1250877,0.4121366,0.2249409,0.1846107,0.2197675,-0.05154526,0.1772073,-0.07951093,0.1211807,-0.4706663,0.1471935,-0.7463762,0.1677959,-0.05886188,0.1472158,-0.3927189,0.1282332,-0.7193369,stand
0.007276707,0.2419876,0.006488399,0.06548598,0.1460528,0.03272302,0.1333216,-0.1693192,-0.04670241,-0.3869703,-0.1314536,0.03674256,-0.1364194,-0.1907608,-0.009102128,-0.42459,0.04712197,-0.2704698,0.0710403,-0.3980327,0.05552949,-0.6885082,-0.08173401,-0.2725286,0.004869209,-0.3868001,-0.03983122,-0.6683513,stand
0.01133382,0.5116777,0.01112249,0.3233896,0.1569076,0.2979808,0.2265457,0.05852476,0.2023809,-0.1194299,-0.1308116,0.2801824,-0.1807334,0.0778771,-0.1811666,-0.1594384,0.08696438,-0.1352901,0.07706483,-0.3964289,0.06126339,-0.6733804,-0.04579118,-0.1380525,-0.02861191,-0.3964576,-0.01405955,-0.6813636,stand
0.02365909,0.541936,0.02219412,0.3535449,0.09017163,0.2792814,0.1545178,0.03197969,0.2143432,-0.1828066,-0.06542353,0.354623,0.08830474,0.1370907,0.1864251,-0.06848333,0.1078078,-0.1204554,0.06001628,-0.4236164,0.07443058,-0.7079832,0.001722076,-0.1220456,-0.2364518,-0.3279569,0.05137426,-0.5710783,stand
-0.001248664,0.1540772,-0.01958215,0.02263555,0.1394473,0.1156907,0.2033285,-0.05938132,0.2851591,-0.2723669,-0.1734424,0.06030124,-0.3506668,0.01593249,-0.3785501,-0.2471632,0.002479764,-0.2477654,-0.062018,-0.3402314,0.02304795,-0.6887236,-0.1247967,-0.2565826,-0.1187193,-0.3879107,-0.0840727,-0.6866967,stand
